centroid_lat,centroid_lon,car_hours,peak_hour
45.53306824136229,-73.58586652140238,323.166666666663,19
45.529617524254725,-73.59016001500189,833.0833333334327,5
45.56172666348032,-73.61316030479037,1394.4166666665162,10
45.458865207037036,-73.65393428057348,601.7499999999943,16
45.51827128926588,-73.53518132112848,1724.4999999995493,20
45.46330588193452,-73.63201646596775,1061.5833333334854,2
45.457225801995705,-73.64714572525091,325.7499999999958,20
45.58042126024095,-73.62450277147559,1271.5833333332946,8
45.512201564512644,-73.62439363857662,1951.0833333326764,3
45.548176804195634,-73.57230388575367,961.4166666668243,2
45.52792120774532,-73.61477370856916,507.83333333328767,12
45.589711174597085,-73.5124596370787,679.6666666666962,1
45.530662983670226,-73.61566624177722,734.833333333388,21
45.49780367877612,-73.64552238789665,1057.4166666668223,20
45.539789045655915,-73.5647843753964,262.8333333333434,7
45.529772867649726,-73.57271916651166,1302.7499999999327,3
45.57635821927521,-73.55658769397527,345.8333333333245,19
45.592896967066345,-73.56283021327646,1543.3333333330472,7
45.54282395560971,-73.53978288809766,630.7500000000074,0
45.451460528082634,-73.60077524293251,1164.5833333333915,19
45.50017958704209,-73.57356239315693,1676.9999999995925,11
45.559598360083115,-73.53735411019555,1282.5833333332844,23
45.51405331206955,-73.6328226471968,1019.0000000001841,0
45.52098513669111,-73.58596496170641,1719.1666666662204,1
45.519690256787385,-73.56818790168714,681.5000000000305,21
45.47196677288637,-73.645100544613,287.66666666667106,20
45.494032055366404,-73.61062703452248,1559.333333333033,5
45.57383095629989,-73.60414320228709,627.4166666666725,0
45.472705529178775,-73.60760805947413,1863.7499999994227,11
45.582046254444144,-73.5329739761722,867.2500000001149,20
45.4810627259832,-73.56087334817683,2413.4999999999195,9
45.60751580853944,-73.51375636627016,1322.3333333332482,0
45.504296529501325,-73.56520883274013,3274.000000001485,13
45.459862270272,-73.58285531458277,1558.9166666663666,4
45.550869209779385,-73.617846092248,1902.416666666054,3
45.52515960693799,-73.6047044738415,1609.166666666321,3
45.50743686739271,-73.57429268607511,2773.250000000574,13
45.54836167081622,-73.58539717879967,1940.6666666660192,4
45.53036120501041,-73.62029730985503,1597.4999999996646,11
45.493394635897225,-73.62504495384513,162.500000000001,20
45.496434131952114,-73.5526723966116,1929.0833333326966,13
45.561211827035706,-73.5902004112542,847.0000000001057,19
45.555375279371255,-73.5693084091279,1522.7499999997324,2
45.52524090241434,-73.59981458158266,635.3333333333427,13
45.542945623835706,-73.62128455035952,2057.166666665938,4
45.465546068371886,-73.62067736676947,845.9166666667719,23
45.51646059071525,-73.55492741665877,2022.9166666659446,15
45.53280566796843,-73.64048496482263,1598.7499999996635,9
45.47963265657448,-73.62987341664497,566.8333333333118,4
45.45591463685107,-73.63946019785875,1714.1666666662252,3
45.5463084423235,-73.60685622581383,680.50000000003,8
45.49848094816177,-73.61967423595867,1043.2500000001687,11
45.52852537252346,-73.6015303551942,673.3333333333601,11
45.56579154043406,-73.59801021780001,1105.750000000112,5
45.53765718184979,-73.58232714569509,1382.9999999998597,2
45.4745533286299,-73.63752185951701,531.4999999999623,1
45.527905156168394,-73.5845589383217,635.0000000000092,2
45.494951534596034,-73.55953118048146,2376.833333333186,16
45.46508822490786,-73.65258509641738,462.4166666666312,18
45.59654571636811,-73.52593434063823,1315.6666666665876,0
45.49152352552419,-73.63722045431894,504.4166666666218,18
45.51792291961748,-73.58980729398638,741.2500000000576,4
45.46777843101408,-73.63595141045859,867.3333333334482,4
45.51117458455963,-73.57114931189176,875.5833333334522,12
45.54915899878871,-73.63292319176229,2188.1666666661763,7
45.5357675600397,-73.59674218487977,1172.8333333333842,4
45.490448481199515,-73.64754965162766,332.4999999999942,2
45.53823880401878,-73.60597173479003,1351.749999999888,3
45.527704105217296,-73.57565350409223,966.25000000016,2
45.53477709192994,-73.5728803879145,981.7500000001669,2
45.48934750923581,-73.57095543068031,1714.3333333328915,12
45.45408718820735,-73.5871111898369,813.8333333334241,4
45.472649739508654,-73.58261896864329,863.7500000001132,1
45.556594441979996,-73.53214371066534,1202.1666666666906,5
45.48308997243082,-73.63467979451553,665.0833333333562,10
45.49619305656642,-73.58337891052281,2433.83333333329,15
45.55742769063361,-73.60077343846366,1189.0000000000364,21
45.49971820106133,-73.6544874970073,2298.5833333330443,20
45.48523078626532,-73.61782510513464,1414.9166666664971,0
45.45863614550253,-73.64348260405826,476.49999999996146,23
45.50110763484297,-73.63443884623426,766.3333333334024,12
45.50643446059914,-73.55280978474548,2338.2499999997826,14
45.52764608144713,-73.59350797166334,1170.500000000053,13
45.48910798882796,-73.63146223580041,716.0000000000463,4
45.52543292800497,-73.62642522019199,1228.083333333334,20
45.603264184302844,-73.53716899543986,511.8333333332868,19
45.47822467091599,-73.6131691288042,1357.3333333332166,2
45.56923339719061,-73.56970219899235,1144.0833333334106,20
45.46715978062781,-73.64277864672296,292.5000000000033,6
45.54384295424465,-73.58224236729227,1069.0833333334783,9
45.479542279363784,-73.54759113967883,1552.333333333039,12
45.47510964560247,-73.56317906950511,1029.9166666668477,4
45.5485837721771,-73.57887887297544,2752.8333333338696,2
45.54415239549018,-73.59658041602984,2077.1666666659744,3
45.610878926788864,-73.53187026901544,1167.8333333333887,20
45.481028563111394,-73.62384266869233,658.2500000000199,6
45.527532942363884,-73.58132388945316,741.7500000000579,3
45.50713730344406,-73.63043341873463,520.4166666666239,4
45.54445300313406,-73.54776346337367,2127.4999999993993,5
45.53978806387313,-73.54278601036688,1093.2500000001232,6
45.53344000001958,-73.5547199999811,1590.4166666663375,5
45.46746637549487,-73.59078190259487,696.4166666667039,21
45.53453717264379,-73.59256240577943,1286.8333333332805,5
45.53658915333015,-73.62157941242944,1489.1666666664298,18
45.534297593562314,-73.6104176459635,1796.91666666615,5
45.52410832338415,-73.58731842223665,1298.2499999999366,2
45.472656262772894,-73.62370107695055,921.5833333334731,20
45.50559257327809,-73.62277637402323,605.5833333333293,12
45.51901074555018,-73.57542843260613,1245.1666666666515,1
45.525401751306156,-73.61022133725439,1261.9166666666365,4
45.54048050327387,-73.63688048862373,1705.4999999995666,21
45.483355402004655,-73.58250497434213,1363.999999999877,16
45.54220224528534,-73.61142929406647,790.9166666667468,7
45.519876273318005,-73.5829101943345,1067.7500000001464,3
45.55095552442233,-73.59145464281356,1320.4999999999166,5
45.5167063995161,-73.5785555677143,1317.416666666586,16
45.53834507417609,-73.57053862449273,1404.3333333331734,1
45.54348593525155,-73.57027313720633,648.6666666666823,2
45.499335181599186,-73.62608825396849,309.7499999999994,2
45.57484789346844,-73.56353923367821,484.99999999995947,9
45.47790745068288,-73.62640937405116,439.33333333330324,4
45.54237585056225,-73.55538289355314,814.1666666667575,5
45.46417997825539,-73.62592082119164,1264.4166666666342,5
45.48897149612501,-73.62783793313959,655.583333333352,5
45.570596118677166,-73.5282813740298,342.66666666665856,0
45.54954548151238,-73.5671504589007,626.5000000000055,2
45.56161463008111,-73.57406730167699,1059.9166666668202,2
45.48012052331579,-73.57250207253962,321.66666666666333,14
45.54676970678617,-73.53904284095108,676.4166666666947,3
45.477285035079355,-73.58122340486779,201.91666666667214,10
45.58207387417318,-73.5482689398773,1223.916666666671,21
45.53903174724877,-73.60093377104954,1687.4166666662493,2
45.51089062167478,-73.57633721593862,1112.583333333439,15
45.51923221924688,-73.57244658989525,466.7499999999637,21
45.55028382655888,-73.60783357287939,785.0833333334109,3
45.55467713142161,-73.54632265433347,1800.833333332813,4
45.509217063208105,-73.61862500763354,1364.5833333332098,5
45.544939291949476,-73.62750959017946,2299.749999999713,3
45.551025537905744,-73.56330138226609,1038.7500000001728,2
45.46427660479596,-73.64748824071867,722.8333333333826,4
45.53566818785226,-73.56861361257508,1706.999999999565,3
45.522231947774294,-73.60012669507964,1231.7499999999973,3
45.538316245910146,-73.57466650421921,967.833333333494,3
45.47689750165655,-73.58830635134413,1386.5833333331898,2
45.55427699436828,-73.62166601126063,192.41666666667103,17
45.54393996853522,-73.57394431922157,291.3333333333369,2
45.54733066622103,-73.60149624886525,1370.9166666665374,5
45.53172990090744,-73.57648513074571,605.4999999999959,1
45.52405372692176,-73.5653588020603,194.0833333333379,22
45.52567648569128,-73.59003684764208,538.7499999999656,0
45.455662882205324,-73.64576984962405,33.24999999999985,19
45.51492803793101,-73.5716441021712,1792.749999999487,11
45.528755936688825,-73.57904510571099,737.0833333333891,2
45.458936338747215,-73.5963917190357,1153.7500000000682,1
45.52339721689325,-73.60671288562884,886.0000000001235,21
45.533806444889784,-73.58376257412168,955.6666666668217,1
45.516989138854456,-73.58364027226555,1071.2500000001432,22
45.47417720458765,-73.59403776813001,748.2500000000607,4
45.52430638232657,-73.58198744370928,1487.8333333330975,10
45.57221159337733,-73.54796924219626,835.7500000001005,20
45.53143218128847,-73.56470160854694,889.0000000001248,2
45.520293023239525,-73.59161297526235,1337.4166666665676,2
45.5428521988577,-73.60552201275354,1137.3333333334165,3
45.51177396205147,-73.63749469512531,966.25000000016,20
45.47669980415977,-73.61960578900425,1034.0000000001774,12
45.525274515446824,-73.5938625905676,1499.6666666664205,11
45.52904526725249,-73.56435515803537,503.58333333328864,2
45.5458900689064,-73.613329142374,894.9166666667943,3
45.541296532653945,-73.58761174867594,1749.4166666661934,3
45.52641793678303,-73.59653658066381,1879.749999999408,12
45.506014494884326,-73.62601031881216,635.1666666666761,8
45.56249120965429,-73.58319715388312,777.0833333334073,3
45.518606229301774,-73.59475241426873,1202.9166666666902,20
45.52203370353778,-73.57113021855815,560.4999999999753,3
45.524096796711646,-73.57841797764475,790.3333333334133,15
45.522477796467626,-73.57478446870937,797.5833333334166,20
45.53961066076051,-73.62661841692122,1156.5000000000655,3
45.58895991968114,-73.53758992480975,1462.9166666664535,20
45.54559560319732,-73.5672399814485,1168.0833333333885,1
45.53747370045657,-73.57729937169172,456.24999999996606,5
45.57342046906779,-73.6327727768197,1019.7500000001843,0
45.53557355419221,-73.57917172211978,1167.1666666667227,2
45.50192689559106,-73.62989603799815,478.0833333332944,5
45.55114485440528,-73.53770269990457,1599.7499999996626,3
45.53782697365083,-73.61519170037559,1578.0833333330154,5
45.52940323053624,-73.58716197505838,494.49999999995737,18
45.553018953670026,-73.58388794985183,1705.1666666662336,8
45.55058908283418,-73.57424335824136,947.6666666668183,1
45.49619083697144,-73.62436735080054,114.49999999999784,13
45.53891321189429,-73.57920139689999,759.4166666667327,2
45.53579818413978,-73.58664104188827,1567.6666666663587,2
45.5313114537718,-73.58372215024325,547.9999999999698,3
45.52036705536745,-73.59761235604634,978.3333333334987,0
45.48313978581276,-73.57653648384526,673.08333333336,23
45.552978247410785,-73.59484359129024,1354.666666666552,5
45.55430120710761,-73.56162491267922,1355.1666666665515,2
45.57092278674685,-73.57715490720365,898.0000000001289,10
45.53361097030694,-73.60106645724453,701.6666666667062,11
45.522279670736744,-73.5684337774366,873.1666666667842,21
45.57044282123756,-73.52518192920604,235.41666666667598,7
45.486260242824926,-73.63860168141315,998.6666666668415,18
45.54717058947268,-73.55625786283633,951.4166666668201,3
45.546481863801525,-73.5749389146122,795.4166666667488,2
45.495523127814025,-73.62772501663683,425.749999999973,8
45.52119924708915,-73.581789228748,1044.8333333335006,17
45.53256430507208,-73.5675347056023,694.9166666667032,5
